Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-09-19,100.96703329835758,101.54827143124228,100.17330449972778,100.45228794767186,4534946.831635667,0.0,0.0
2016-09-20,101.11232236126087,101.65148851797815,100.42482241219815,101.06392151403591,4341387.892950604,0.0,0.0
2016-09-21,101.2983858015594,102.31543094225155,100.40115894718896,102.00923782732731,4596270.65248599,0.0026745786688178877,0.0
2016-09-22,102.47730460209958,103.22127025962352,101.82987645904714,102.8290440863796,4422643.5462383125,0.0,0.0
2016-09-23,102.52909153059674,103.2849820034515,101.95762377311152,102.42112166639865,3887716.2324529914,0.0,0.0
2016-09-26,102.10015511668644,102.33469456363572,101.0067837397229,101.4018289222802,5465060.194865494,0.0,0.0
2016-09-27,101.4100694038808,102.82820427018929,100.86093874763705,102.65371258650441,4766077.425297902,0.022915597363595608,0.0
2016-09-28,102.84180370098304,103.14011458686765,101.54124796490271,102.39030864533315,3933561.0340213347,0.011360881938310956,0.0
2016-09-29,102.2607412978163,102.76577234725521,100.13041871883856,100.50512405654403,5338489.331457221,0.0,0.0
2016-09-30,100.60856463126932,102.11054853292646,100.08697985725583,101.59377837297875,6278720.8630135115,0.001306658845779627,0.0
2016-10-03,101.30013685322088,102.04313928534789,100.39462378670969,101.57181167640614,4449335.0225428175,0.0,0.0
2016-10-04,101.63090778029162,102.20769139906436,100.55828422016255,101.1318153953878,4604290.183593856,0.0,0.0
2016-10-05,101.44425858739066,102.12561776847424,100.84070905930673,101.44823341315966,4063764.3600027338,0.0,0.0
2016-10-06,101.15319207891308,101.57485882361952,100.27634908390282,100.99362179026029,4030124.732024632,0.0,0.0
2016-10-07,101.34613222043093,101.69958873682475,100.3541314584432,101.16408357132234,4097451.1740323985,0.0,0.0
2016-10-10,101.59763118471466,102.41255953465695,101.2091731396552,101.84790610030731,3920109.5971030416,0.0,0.0
2016-10-11,100.49535181427294,100.83846375863098,97.94076235106051,98.66721187150743,6824580.1609572545,0.005646876297679283,0.0
2016-10-12,98.85954561248612,99.36269499712884,97.3369168412626,97.75775453414018,4453076.89854879,0.0512568825946422,0.0
2016-10-13,97.15567204781095,98.45994135068179,96.65283796935348,97.77813476205552,5684996.961132305,0.0,0.0
2016-10-14,98.25899400054394,98.63573272624848,97.01706445952097,97.17454392787444,4564433.819375607,0.0,0.0
2016-10-17,97.06344279899008,97.76054372457143,96.38013515560665,97.14080811073491,4722346.0175376665,0.0,0.0
2016-10-18,97.62322596438048,98.69892674806589,96.9237372192964,97.75084133105831,5412442.007410773,0.0,0.0
2016-10-19,97.81757107733532,98.28413181953199,96.95037049771801,97.33881554316257,5390101.632474155,0.0,0.0
2016-10-20,97.36700484292771,98.2755901459313,96.9655782496659,97.63258482563799,4975117.36310714,0.0,0.0
2016-10-21,97.10808694072082,97.46220511945015,95.98289204751123,96.57141343151449,5028825.035884681,0.0,0.0
2016-10-24,97.04495429861015,97.56817332936456,96.21914759857803,96.8178056083254,4751007.225364775,0.0,0.0
2016-10-25,96.4656327968383,97.04833079010656,95.27161318966986,95.94356331494878,5408577.849887542,0.0,0.0
2016-10-26,95.86393036139245,96.59562686129269,94.61033669514384,95.4096571446645,6263438.592676681,0.0,0.0
2016-10-27,96.00812666042488,96.99217587708759,94.79737872058946,95.43332207044655,5705168.500975691,0.0,0.0
2016-10-28,94.76087196843017,95.62136495633032,92.76242135436961,94.00500681698617,9238210.294876145,0.0,0.0
2016-10-31,93.90830225154922,94.51774821630849,92.45049745582934,93.1122654084654,8021453.122861946,0.0,0.0
2016-11-01,93.09105222583563,93.99763838385938,91.67709539611005,92.7323203817442,9153867.447152529,0.0027949538887269646,0.0
2016-11-02,92.48035741675838,93.1309479175514,91.60623134262694,92.04980362758582,7402707.138005802,0.0,0.0
2016-11-03,92.28283702485444,92.88514222354625,90.94974631291215,91.28606964323036,7181113.061803627,0.0,0.0
2016-11-04,91.1993537222415,93.56674881573677,90.91258549440025,92.26446637237142,7255223.925346654,0.0,0.0
2016-11-07,93.65140770012967,95.67487218562614,93.07960841556964,95.03303152959633,7165842.532886385,0.0,0.0
2016-11-08,94.79330084276313,96.30247056971837,94.16596092690385,95.3780148045594,6584853.341618773,0.025684357230210366,0.0
2016-11-09,97.74516237221792,101.06121934137302,95.42108051159647,98.63643907102174,17971000.862431027,0.0,0.0
2016-11-10,99.68975780246882,101.00325749852959,98.30924805339623,99.54091841886854,11886290.311206501,0.02924757143277962,0.0
2016-11-11,98.99583986258365,99.60985532026024,97.20724306929635,98.22910195346913,7241752.370335722,0.027159875206381797,0.0
2016-11-14,98.5823567099456,100.2815438382111,96.64856345011206,98.14325563067408,8079320.697371125,0.05352125723207163,0.0
