Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-09-19,87.62605883461211,88.510166950711,87.43780519109795,88.3191434317709,1645021.5637852298,0.0,0.0
2016-09-20,88.82980437207287,89.1879932643333,88.01458088432803,88.2171514673031,1482822.063456927,0.013201387986905923,0.0
2016-09-21,88.22796075547366,89.59566725809957,87.35636185652326,89.41019500300985,1773033.4058883474,0.0,0.0
2016-09-22,89.96111780495556,91.24654313607354,89.80533917980149,90.95933231573005,2315354.3449044917,0.023131057630903187,0.0
2016-09-23,90.54031464962704,91.71846880784712,89.90759516744167,91.27772636079509,2049142.2804054178,0.0,0.0
2016-09-26,91.00257434394935,91.81504273908143,90.62485333447945,91.41771898401966,1708175.3069819089,0.0,0.0
2016-09-27,91.75710881932366,91.95129362522628,90.7609157574649,90.95675111880855,1471173.0043848658,0.0,0.0
2016-09-28,91.19658772233528,91.82790763984808,90.72411459835308,91.54724569768933,1609844.0881952834,0.25165035498130167,0.0
2016-09-29,91.1808590759652,91.93353587209039,90.20349591813984,91.09214588110625,1866283.9061063905,0.00983974182480459,0.0
2016-09-30,91.56110189556738,92.1223458572973,90.56888228040006,90.69292572750668,2545293.6497874707,0.0,0.0
2016-10-03,90.35794504917527,90.52270906635594,88.88995801091876,89.11730548918847,1873073.787599377,0.003108804757737994,0.0
2016-10-04,89.34040203103042,89.38695618035649,87.11137149745527,87.61762820706662,2430597.277251238,0.0,0.0
2016-10-05,87.83067000861962,88.14936588108115,85.42257104246333,85.67959861307085,2862737.2197411237,0.0,0.0
2016-10-06,85.49807742369418,86.64544231357367,84.59480564855065,86.063097767155,2254911.1202497357,0.0,0.0
2016-10-07,86.36825502191257,87.29204845125408,85.51072859368034,85.9937285769739,1837505.3442420294,0.0,0.0
2016-10-10,86.06350728991029,86.73928835710404,85.85685153701402,86.34487125679746,1135739.0714731158,0.0,0.0
2016-10-11,86.1555081463155,86.61837969537314,85.3407968778218,85.75359904427596,1626843.7349153482,0.0,0.0
2016-10-12,85.79003670017039,87.57410884640673,85.60842631641195,87.24471352070441,1931952.6736899382,0.0,0.0
2016-10-13,86.78859154590958,88.18678519025978,86.54143242314335,87.87837685008223,2004063.3071199448,0.0,0.0
2016-10-14,87.99946545071418,88.78075869233737,87.46618656716149,87.90799801202488,1670516.852463947,0.0,0.0
2016-10-17,87.98286939154042,88.57392464327137,87.68622849625953,88.01298223082483,1425267.0775826874,0.0,0.0
2016-10-18,88.66097481082122,89.02027039910773,87.87724305082487,88.41826254151837,1544446.8843174004,0.0,0.0
2016-10-19,88.52865419337459,88.95998125637162,87.85367527260229,88.73145183626754,1600163.4107092381,0.0,0.0
2016-10-20,88.7421569904999,89.16309702342056,87.77006846036703,88.5026109523879,1643179.9842411666,0.0,0.0
2016-10-21,87.81560809843548,89.23145254279424,87.45209568841382,88.79364428554604,1955515.0522707773,0.0,0.0
2016-10-24,89.17628957139732,90.13203564649471,88.5614573765708,89.14250037291703,2052271.7758093285,0.0,0.0
2016-10-25,88.77680441679286,89.44809014136298,88.24383355769427,88.97527173889502,1679864.6418903102,0.0,0.0
